"Megye kód";"KSH kód";Megye;Település;"Település típusa";"Állandó férfi lakosság összesen";"Állandó női lakosság összesen"
17;24563;TOL;Tamási;város;3 797;4 147
17;25274;TOL;Tolna;város;5 439;5 826
17;24989;TOL;Decs;nagyközség;1 943;2 154
17;18980;TOL;Fadd;nagyközség;2 112;2 092
17;26055;TOL;Hőgyész;nagyközség;1 283;1 423
17;18388;TOL;Nagydorog;nagyközség;1 272;1 337
17;19585;TOL;Pincehely;nagyközség;1 013;1 127
17;29665;TOL;Alsónána;község;337;373
17;11563;TOL;Alsónyék;község;352;372
17;26125;TOL;Aparhant;község;503;492
17;32735;TOL;Attala;község;387;385
17;11712;TOL;Báta;község;749;803
17;28909;TOL;Bátaapáti;község;206;188
17;28662;TOL;Belecska;község;169;166
17;11970;TOL;Bikács;község;223;198
17;03425;TOL;Bogyiszló;község;1 058;1 076
17;14818;TOL;Bonyhádvarasd;község;221;218
17;06558;TOL;Bölcske;község;1 328;1 379
17;19284;TOL;Cikó;község;445;472
17;11998;TOL;Csibrák;község;140;153
17;30094;TOL;Csikóstőttős;község;413;411
17;29230;TOL;Dalmand;község;607;620
17;11688;TOL;Diósberény;község;147;159
17;02565;TOL;Döbrököz;község;960;1 022
17;09539;TOL;Dunaszentgyörgy;község;1 261;1 308
17;19202;TOL;Dúzs;község;125;105
17;08448;TOL;Értény;község;408;330
17;24192;TOL;Fácánkert;község;354;351
17;15820;TOL;Felsőnána;község;313;303
17;17914;TOL;Felsőnyék;község;549;523
17;17950;TOL;Fürged;község;342;345
17;05731;TOL;Gerjen;község;595;608
17;26727;TOL;Grábóc;község;80;83
17;25539;TOL;Györe;község;315;313
17;12326;TOL;Györköny;község;508;517
17;30359;TOL;Gyulaj;község;466;460
17;14164;TOL;Harc;község;420;427
17;04701;TOL;Iregszemcse;község;1 307;1 311
17;27711;TOL;Izmény;község;255;223
17;09326;TOL;Jágónak;község;122;112
17;14100;TOL;Kajdacs;község;572;542
17;02033;TOL;Kakasd;község;794;844
17;23791;TOL;Kalaznó;község;90;72
17;23296;TOL;Kapospula;község;423;446
17;18962;TOL;Kaposszekcső;község;738;800
17;17640;TOL;Keszőhidegkút;község;102;100
17;21731;TOL;Kéty;község;328;355
17;17710;TOL;Kisdorog;község;344;333
17;06512;TOL;Kismányok;község;170;163
17;27766;TOL;Kisszékely;község;145;158
17;03869;TOL;Kistormás;község;163;157
17;31185;TOL;Kisvejke;község;215;182
17;22433;TOL;Kocsola;község;633;609
17;21184;TOL;Koppányszántó;község;165;166
17;10463;TOL;Kölesd;község;725;723
17;20507;TOL;Kurd;község;581;574
17;14605;TOL;Lápafő;község;81;84
17;24411;TOL;Lengyel;község;246;276
17;29337;TOL;Madocsa;község;926;973
17;06017;TOL;Magyarkeszi;község;577;596
17;30562;TOL;Medina;község;390;371
17;02811;TOL;Miszla;község;151;129
17;20701;TOL;Mórágy;község;378;356
17;33349;TOL;Mőcsény;község;173;176
17;13620;TOL;Mucsfa;község;179;155
17;07029;TOL;Mucsi;község;243;212
17;18917;TOL;Murga;község;34;21
17;27182;TOL;Nagykónyi;község;504;524
17;06761;TOL;Nagyszékely;község;214;203
17;13709;TOL;Nagyszokoly;község;448;444
17;16452;TOL;Nagyvejke;község;83;70
17;02796;TOL;Nak;község;278;242
17;15006;TOL;Németkér;község;823;830
17;05661;TOL;Ozora;község;830;807
17;08961;TOL;Őcsény;község;1 174;1 220
17;09371;TOL;Pálfa;község;743;755
17;09618;TOL;Pári;község;310;335
17;33570;TOL;Pörböly;község;274;282
17;19938;TOL;Pusztahencse;község;510;515
17;15459;TOL;Regöly;község;518;564
17;04747;TOL;Sárpilis;község;317;294
17;20817;TOL;Sárszentlőrinc;község;518;526
17;25645;TOL;Sióagárd;község;601;699
17;15316;TOL;Szakadát;község;112;137
17;04464;TOL;Szakály;község;651;652
17;10083;TOL;Szakcs;község;417;444
17;14711;TOL;Szálka;község;321;325
17;18263;TOL;Szárazd;község;140;131
17;16814;TOL;Szedres;község;1 039;1 073
17;06901;TOL;Tengelic;község;1 088;1 088
17;31459;TOL;Tevel;község;665;698
17;11031;TOL;Tolnanémedi;község;440;531
17;21360;TOL;Udvari;község;168;130
17;20561;TOL;Újireg;község;130;153
17;32850;TOL;Váralja;község;396;420
17;09414;TOL;Várdomb;község;584;604
17;29124;TOL;Várong;község;76;66
17;06637;TOL;Varsád;község;167;186
17;14304;TOL;Závod;község;145;149
17;21625;TOL;Zomba;község;988;1 040
18;03009;VAS;Szombathely;megye székhely;35 264;39 742
18;02431;VAS;Bük;város;1 737;1 822
18;27094;VAS;Celldömölk;város;4 802;5 441
18;12140;VAS;Csepreg;város;1 562;1 711
18;11679;VAS;Jánosháza;város;1 193;1 290
18;13532;VAS;Körmend;város;5 093;5 550
18;16832;VAS;Kőszeg;város;5 522;5 929
18;10630;VAS;Őriszentpéter;város;550;585
18;30881;VAS;Répcelak;város;1 249;1 334
18;21306;VAS;Sárvár;város;6 765;7 342
18;31583;VAS;Szentgotthárd;város;4 098;4 236
18;04695;VAS;Vasvár;város;1 945;2 039
18;26426;VAS;Vép;város;1 666;1 694
18;07214;VAS;Acsád;község;285;354
18;22549;VAS;Alsószölnök;község;165;184
18;22725;VAS;Alsóújlak;község;289;301
18;12317;VAS;Andrásfa;község;137;107
18;08873;VAS;Apátistvánfalva;község;184;229
18;17020;VAS;Bajánsenye;község;245;254
18;05102;VAS;Balogunyom;község;582;581
18;10384;VAS;Bejcgyertyános;község;207;216
18;32124;VAS;Bérbaltavár;község;261;247
18;29203;VAS;Boba;község;396;394
18;03090;VAS;Borgáta;község;109;114
18;05023;VAS;Bozsok;község;185;188
18;06390;VAS;Bozzai;község;158;140
18;05476;VAS;Bő;község;380;363
18;11651;VAS;Bögöt;község;197;192
18;07296;VAS;Bögöte;község;160;166
18;32984;VAS;Bucsu;község;302;313
18;08271;VAS;Cák;község;143;154
18;09876;VAS;Chernelházadamonya;község;120;113
18;03911;VAS;Csákánydoroszló;község;850;882
18;26772;VAS;Csánig;község;177;177
18;19488;VAS;Csehi;község;136;123
18;12724;VAS;Csehimindszent;község;179;176
18;23816;VAS;Csempeszkopács;község;165;155
18;09070;VAS;Csénye;község;353;358
18;26064;VAS;Csipkerek;község;185;185
18;22390;VAS;Csönge;község;200;205
18;04224;VAS;Csörötnek;község;456;413
18;15990;VAS;Daraboshegy;község;43;46
18;16151;VAS;Dozmat;község;151;148
18;20695;VAS;Döbörhegy;község;77;76
18;03036;VAS;Döröske;község;59;57
18;02927;VAS;Duka;község;134;124
18;28796;VAS;Egervölgy;község;194;162
18;10232;VAS;Egyházashetye;község;162;154
18;30429;VAS;Egyházashollós;község;267;276
18;25946;VAS;Egyházasrádóc;község;673;650
18;13587;VAS;Felsőcsatár;község;246;245
18;08013;VAS;Felsőjánosfa;község;89;105
18;29841;VAS;Felsőmarác;község;140;143
18;23287;VAS;Felsőszölnök;község;283;285
18;30906;VAS;Gasztony;község;230;217
18;24183;VAS;Gencsapáti;község;1 312;1 366
18;26152;VAS;Gérce;község;561;574
18;30942;VAS;Gersekarát;község;355;332
18;11156;VAS;Gór;község;180;167
18;27030;VAS;Gyanógeregye;község;77;86
18;11943;VAS;Gyöngyösfalu;község;576;591
18;09724;VAS;Győrvár;község;307;323
18;29452;VAS;Halastó;község;46;45
18;10676;VAS;Halogy;község;139;147
18;05713;VAS;Harasztifalu;község;98;99
18;32188;VAS;Hegyfalu;község;388;380
18;14997;VAS;Hegyháthodász;község;81;66
18;30216;VAS;Hegyhátsál;község;60;86
18;18032;VAS;Hegyhátszentjakab;község;141;131
18;21838;VAS;Hegyhátszentmárton;község;35;33
18;08226;VAS;Hegyhátszentpéter;község;76;72
18;12733;VAS;Horvátlövő;község;102;104
18;16887;VAS;Horvátzsidány;község;386;429
18;20880;VAS;Hosszúpereszteg;község;314;341
18;11387;VAS;Ikervár;község;835;882
18;29504;VAS;Iklanberény;község;28;29
18;07977;VAS;Ispánk;község;55;60
18;31680;VAS;Ivánc;község;353;325
18;13958;VAS;Ják;község;1 325;1 309
18;06406;VAS;Jákfa;község;261;246
18;29957;VAS;Káld;község;505;543
18;04640;VAS;Kám;község;211;251
18;10913;VAS;Karakó;község;107;113
18;26620;VAS;Katafa;község;175;169
18;32036;VAS;Keléd;község;54;40
18;16911;VAS;Kemeneskápolna;község;65;60
18;12247;VAS;Kemenesmagasi;község;428;461
18;13426;VAS;Kemenesmihályfa;község;263;256
18;20996;VAS;Kemenespálfa;község;205;184
18;24484;VAS;Kemenessömjén;község;262;271
18;20084;VAS;Kemenesszentmárton;község;100;105
18;22716;VAS;Kemestaródfa;község;117;123
18;02574;VAS;Kenéz;község;134;135
18;09937;VAS;Kenyeri;község;410;435
18;26596;VAS;Kercaszomor;község;111;103
18;19761;VAS;Kerkáskápolna;község;35;33
18;19345;VAS;Kétvölgy;község;54;55
18;11147;VAS;Kisrákos;község;94;77
18;05953;VAS;Kissomlyó;község;128;123
18;02501;VAS;Kisunyom;község;222;236
18;15486;VAS;Kiszsidány;község;46;58
18;13028;VAS;Kondorfa;község;258;266
18;04190;VAS;Köcsk;község;139;125
18;05740;VAS;Kőszegdoroszló;község;142;132
18;26046;VAS;Kőszegpaty;község;118;92
18;20109;VAS;Kőszegszerdahely;község;290;263
18;29081;VAS;Lócs;község;78;70
18;14021;VAS;Lukácsháza;község;566;543
18;03221;VAS;Magyarlak;község;388;414
18;27289;VAS;Magyarnádalja;község;148;137
18;17288;VAS;Magyarszecsőd;község;213;206
18;25423;VAS;Magyarszombatfa;község;125;141
18;25760;VAS;Meggyeskovácsi;község;364;354
18;30872;VAS;Megyehíd;község;154;167
18;14809;VAS;Mersevát;község;297;288
18;31875;VAS;Mesterháza;község;78;83
18;15723;VAS;Mesteri;község;142;142
18;32832;VAS;Meszlen;község;108;110
18;30599;VAS;Mikosszéplak;község;168;166
18;03294;VAS;Molnaszecsőd;község;220;202
18;06716;VAS;Nádasd;község;668;691
18;09283;VAS;Nagygeresd;község;133;137
18;32920;VAS;Nagykölked;község;89;85
18;15060;VAS;Nagymizdó;község;67;54
18;29869;VAS;Nagyrákos;község;139;129
18;26143;VAS;Nagysimonyi;község;474;476
18;24837;VAS;Nagytilaj;község;84;84
18;17367;VAS;Nárai;község;761;785
18;02042;VAS;Narda;község;236;255
18;24509;VAS;Nemesbőd;község;341;312
18;23320;VAS;Nemescsó;község;160;148
18;03674;VAS;Nemeskeresztúr;község;143;156
18;02839;VAS;Nemeskocs;község;171;166
18;24059;VAS;Nemeskolta;község;184;192
18;26240;VAS;Nemesládony;község;77;90
18;31556;VAS;Nemesmedves;község;16;13
18;09672;VAS;Nemesrempehollós;község;141;139
18;10843;VAS;Nick;község;271;274
18;22318;VAS;Nyőgér;község;172;178
18;19743;VAS;Olaszfa;község;185;226
18;22044;VAS;Ólmod;község;64;57
18;17093;VAS;Orfalu;község;36;32
18;32629;VAS;Ostffyasszonyfa;község;396;394
18;07667;VAS;Oszkó;község;325;297
18;12043;VAS;Ölbő;község;354;378
18;13453;VAS;Őrimagyarósd;község;112;105
18;07162;VAS;Pácsony;község;142;143
18;23108;VAS;Pankasz;község;209;230
18;14067;VAS;Pápoc;község;158;168
18;14988;VAS;Pecöl;község;380;386
18;13684;VAS;Perenye;község;332;343
18;08882;VAS;Peresznye;község;270;290
18;11572;VAS;Petőmihályfa;község;109;109
18;06248;VAS;Pinkamindszent;község;90;83
18;20367;VAS;Pornóapáti;község;160;196
18;29896;VAS;Porpác;község;75;76
18;15671;VAS;Pósfa;község;142;130
18;10311;VAS;Pusztacsó;község;72;85
18;07278;VAS;Püspökmolnári;község;423;465
18;26736;VAS;Rábagyarmat;község;393;350
18;03197;VAS;Rábahídvég;község;456;487
18;26073;VAS;Rábapaty;község;853;869
18;17996;VAS;Rábatöttös;község;138;104
18;07551;VAS;Rádóckölked;község;162;149
18;23861;VAS;Rátót;község;128;124
18;28626;VAS;Répceszentgyörgy;község;65;62
18;26806;VAS;Rönök;község;198;192
18;10597;VAS;Rum;község;579;593
18;10579;VAS;Sajtoskál;község;205;200
18;18883;VAS;Salköveskút;község;249;242
18;09788;VAS;Sárfimizdó;község;51;51
18;10278;VAS;Sé;község;696;712
18;26763;VAS;Simaság;község;273;276
18;30748;VAS;Sitke;község;374;375
18;07171;VAS;Sorkifalud;község;318;337
18;27960;VAS;Sorkikápolna;község;117;112
18;29692;VAS;Sorokpolány;község;385;433
18;22983;VAS;Sótony;község;334;327
18;24800;VAS;Söpte;község;395;411
18;16504;VAS;Szaknyér;község;27;23
18;20932;VAS;Szakonyfalu;község;190;182
18;10223;VAS;Szalafő;község;101;111
18;17729;VAS;Szarvaskend;község;118;102
18;02440;VAS;Szatta;község;36;31
18;33172;VAS;Szeleste;község;335;342
18;27997;VAS;Szemenye;község;163;190
18;21254;VAS;Szentpéterfa;község;501;519
18;27793;VAS;Szergény;község;144;151
18;19521;VAS;Szőce;község;181;178
18;16212;VAS;Tanakajd;község;387;395
18;32045;VAS;Táplánszentkereszt;község;1 285;1 305
18;29568;VAS;Telekes;község;230;259
18;09229;VAS;Tokorcs;község;187;181
18;12335;VAS;Tompaládony;község;166;161
18;34087;VAS;Tormásliget;község;140;146
18;29878;VAS;Torony;község;1 011;1 049
18;05166;VAS;Tömörd;község;146;134
18;21537;VAS;Uraiújfalu;község;417;427
18;31051;VAS;Vámoscsalád;község;155;154
18;02884;VAS;Vasalja;község;160;181
18;09195;VAS;Vásárosmiske;község;179;180
18;20394;VAS;Vasasszonyfa;község;202;195
18;15334;VAS;Vasegerszeg;község;161;192
18;20349;VAS;Vashosszúfalu;község;178;195
18;30702;VAS;Vaskeresztes;község;182;166
18;25982;VAS;Vassurány;község;389;398
18;29373;VAS;Vasszécseny;község;663;666
18;11633;VAS;Vasszentmihály;község;174;172
18;12104;VAS;Vasszilvágy;község;207;198
18;02246;VAS;Vát;község;325;339
18;26000;VAS;Velem;község;179;199
18;18430;VAS;Velemér;község;40;32
18;07940;VAS;Viszák;község;144;125
18;03142;VAS;Vönöck;község;358;348
18;21643;VAS;Zsédeny;község;113;110
18;12292;VAS;Zsennye;község;54;51
19;11767;VES;Veszprém;megye székhely;25 245;28 492
19;06673;VES;Ajka;város;13 070;14 298
19;22327;VES;Badacsonytomaj;város;1 073;1 115
19;05838;VES;Balatonalmádi;város;4 970;5 250
19;21175;VES;Balatonfüred;város;6 281;7 104
19;02219;VES;Balatonfűzfő;város;2 201;2 343
19;05148;VES;Balatonkenese;város;1 339;1 393
19;33127;VES;Berhida;város;2 955;2 966
19;32276;VES;Devecser;város;2 214;2 207
19;23658;VES;Herend;város;1 745;1 749
19;31945;VES;Pápa;város;13 790;15 143
19;25593;VES;Sümeg;város;2 863;3 106
19;29434;VES;Tapolca;város;7 105;7 888
19;11439;VES;Várpalota;város;9 611;10 227
19;26499;VES;Zirc;város;3 246;3 379
19;34254;VES;Pétfürdő;nagyközség;2 203;2 423
19;05625;VES;Révfülöp;nagyközség;603;616
19;04561;VES;Ábrahámhegy;község;318;305
19;07302;VES;Adásztevel;község;411;425
19;31307;VES;Adorjánháza;község;200;198
19;30526;VES;Alsóörs;község;1 016;1 055
19;28370;VES;Apácatorna;község;88;93
19;07339;VES;Aszófő;község;250;233
19;03267;VES;Badacsonytördemic;község;463;461
19;23746;VES;Bakonybél;község;570;608
19;29513;VES;Bakonyjákó;község;373;357
19;07287;VES;Bakonykoppány;község;106;103
19;25991;VES;Bakonynána;község;493;512
19;30410;VES;Bakonyoszlop;község;234;238
19;06327;VES;Bakonypölöske;község;206;197
19;29902;VES;Bakonyság;község;35;39
19;23922;VES;Bakonyszentiván;község;121;115
19;22813;VES;Bakonyszentkirály;község;418;409
19;26417;VES;Bakonyszücs;község;145;135
19;24129;VES;Bakonytamási;község;315;310
19;25308;VES;Balatonakali;község;374;350
19;34421;VES;Balatonakarattya;község;520;500
19;03072;VES;Balatoncsicsó;község;120;135
19;12238;VES;Balatonederics;község;542;533
19;29461;VES;Balatonfőkajár;község;706;687
19;03638;VES;Balatonhenye;község;73;61
19;33844;VES;Balatonrendes;község;93;89
19;17154;VES;Balatonszepezd;község;226;240
19;28501;VES;Balatonszőlős;község;339;335
19;15565;VES;Balatonudvari;község;186;198
19;14173;VES;Bánd;község;357;341
19;15778;VES;Barnag;község;76;69
19;07427;VES;Bazsi;község;236;222
19;22901;VES;Béb;község;135;138
19;27058;VES;Békás;község;126;108
19;04321;VES;Bodorfa;község;51;38
19;04765;VES;Borszörcsök;község;198;202
19;30252;VES;Borzavár;község;395;361
19;30924;VES;Csabrendek;község;1 509;1 518
19;16072;VES;Csajág;község;425;424
19;20251;VES;Csehbánya;község;159;145
19;24642;VES;Csesznek;község;265;257
19;31699;VES;Csetény;község;910;928
19;02185;VES;Csopak;község;1 085;1 166
19;32878;VES;Csót;község;466;492
19;32814;VES;Csögle;község;315;299
19;17172;VES;Dabronc;község;224;238
19;28237;VES;Dabrony;község;232;230
19;20154;VES;Dáka;község;316;356
19;10870;VES;Doba;község;231;230
19;29470;VES;Döbrönte;község;157;147
19;06363;VES;Dörgicse;község;147;155
19;02936;VES;Dudar;község;876;884
19;33871;VES;Egeralja;község;105;106
19;10445;VES;Egyházaskesző;község;266;260
19;33941;VES;Eplény;község;274;265
19;10250;VES;Farkasgyepű;község;177;185
19;24369;VES;Felsőörs;község;1 030;1 038
19;12742;VES;Ganna;község;145;136
19;09292;VES;Gecse;község;180;208
19;16717;VES;Gic;község;179;159
19;18193;VES;Gógánfa;község;429;394
19;28671;VES;Gyepükaján;község;186;184
19;09520;VES;Gyulakeszi;község;355;346
19;15361;VES;Hajmáskér;község;1 467;1 591
19;07898;VES;Halimba;község;599;600
19;25566;VES;Hárskút;község;335;347
19;02422;VES;Hegyesd;község;94;87
19;25803;VES;Hegymagas;község;151;145
19;15088;VES;Hetyefő;község;47;52
19;20756;VES;Hidegkút;község;244;243
19;27818;VES;Homokbödöge;község;341;353
19;07250;VES;Hosztót;község;28;36
19;28015;VES;Iszkáz;község;179;164
19;17437;VES;Jásd;község;346;345
19;19141;VES;Kamond;község;233;199
19;14553;VES;Kapolcs;község;180;210
19;14270;VES;Káptalanfa;község;416;382
19;05634;VES;Káptalantóti;község;266;228
19;08749;VES;Karakószörcsök;község;151;144
19;26037;VES;Kékkút;község;39;27
19;19734;VES;Kemeneshőgyész;község;250;262
19;12478;VES;Kemenesszentpéter;község;309;321
19;25654;VES;Kerta;község;293;267
19;05421;VES;Királyszentistván;község;253;262
19;07931;VES;Kisapáti;község;193;177
19;29072;VES;Kisberzseny;község;53;55
19;23700;VES;Kiscsősz;község;54;60
19;30173;VES;Kislőd;község;671;627
19;04288;VES;Kispirit;község;41;37
19;23001;VES;Kisszőlős;község;71;76
19;30182;VES;Kolontár;község;372;370
19;23454;VES;Kővágóörs;község;393;324
19;25858;VES;Köveskál;község;197;174
19;26541;VES;Kup;község;230;218
19;16142;VES;Külsővat;község;341;367
19;04066;VES;Küngös;község;268;253
19;17570;VES;Lesencefalu;község;158;159
19;21962;VES;Lesenceistvánd;község;508;484
19;17871;VES;Lesencetomaj;község;554;539
19;04552;VES;Litér;község;1 152;1 116
19;18856;VES;Lókút;község;244;234
19;05564;VES;Lovas;község;291;266
19;05087;VES;Lovászpatona;község;619;605
19;26374;VES;Magyargencs;község;237;248
19;20437;VES;Magyarpolány;község;699;686
19;03610;VES;Malomsok;község;274;262
19;29294;VES;Marcalgergelyi;község;190;191
19;22220;VES;Marcaltő;község;388;392
19;32212;VES;Márkó;község;915;923
19;04987;VES;Megyer;község;21;8
19;27137;VES;Mencshely;község;145;158
19;23560;VES;Mezőlak;község;470;479
19;04668;VES;Mihályháza;község;391;356
19;04534;VES;Mindszentkálla;község;117;112
19;24040;VES;Monostorapáti;község;592;597
19;22512;VES;Monoszló;község;58;56
19;23551;VES;Nagyacsád;község;324;317
19;27979;VES;Nagyalásony;község;255;246
19;10001;VES;Nagydém;község;177;169
19;23180;VES;Nagyesztergár;község;584;555
19;08262;VES;Nagygyimót;község;280;265
19;21403;VES;Nagypirit;község;130;136
19;25201;VES;Nagytevel;község;292;265
19;19196;VES;Nagyvázsony;község;914;890
19;05652;VES;Nemesgörzsöny;község;334;322
19;02787;VES;Nemesgulács;község;493;491
19;05555;VES;Nemeshany;község;201;169
19;21759;VES;Nemesszalók;község;452;434
19;02194;VES;Nemesvámos;község;1 568;1 532
19;28422;VES;Nemesvita;község;184;177
19;10409;VES;Németbánya;község;63;56
19;26523;VES;Nóráp;község;97;112
19;14757;VES;Noszlop;község;528;488
19;29009;VES;Nyárád;község;459;460
19;24004;VES;Nyirád;község;940;994
19;23913;VES;Óbudavár;község;34;30
19;26514;VES;Olaszfalu;község;535;518
19;16595;VES;Oroszi;község;71;72
19;28112;VES;Öcs;község;97;116
19;10092;VES;Örvényes;község;85;78
19;24068;VES;Ősi;község;1 037;1 000
19;25450;VES;Öskü;község;1 166;1 138
19;17011;VES;Paloznak;község;311;281
19;19868;VES;Pápadereske;község;163;156
19;11855;VES;Pápakovácsi;község;276;281
19;21607;VES;Pápasalamon;község;176;186
19;31255;VES;Pápateszér;község;628;614
19;07348;VES;Papkeszi;község;810;791
19;22451;VES;Pécsely;község;297;315
19;15547;VES;Pénzesgyőr;község;179;158
19;23515;VES;Porva;község;255;242
19;11420;VES;Pula;község;83;96
19;28972;VES;Pusztamiske;község;217;212
19;03948;VES;Raposka;község;137;140
19;25849;VES;Rigács;község;102;106
19;30793;VES;Salföld;község;35;36
19;13772;VES;Sáska;község;153;148
19;03601;VES;Sóly;község;281;287
19;05157;VES;Somlójenő;község;138;158
19;25779;VES;Somlószőlős;község;316;319
19;26569;VES;Somlóvásárhely;község;612;561
19;14243;VES;Somlóvecse;község;48;44
19;05388;VES;Sümegprága;község;280;309
19;16489;VES;Szápár;község;228;264
19;03568;VES;Szentantalfa;község;271;271
19;07092;VES;Szentbékkálla;község;104;108
19;07922;VES;Szentgál;község;1 421;1 389
19;10065;VES;Szentimrefalva;község;89;91
19;11545;VES;Szentjakabfa;község;58;57
19;16267;VES;Szentkirályszabadja;község;1 090;1 060
19;24891;VES;Szigliget;község;476;478
19;16692;VES;Szőc;község;208;238
19;17039;VES;Tagyon;község;56;54
19;13125;VES;Takácsi;község;431;408
19;17321;VES;Taliándörögd;község;345;335
19;20570;VES;Tés;község;456;426
19;30465;VES;Tihany;község;661;704
19;02714;VES;Tótvázsony;község;711;728
19;04631;VES;Tüskevár;község;283;274
19;24767;VES;Ugod;község;639;654
19;23010;VES;Ukk;község;165;164
19;20853;VES;Úrkút;község;954;1 056
19;34218;VES;Uzsa;község;151;154
19;21777;VES;Vanyola;község;289;279
19;26204;VES;Várkesző;község;76;103
19;07065;VES;Városlőd;község;655;687
19;26648;VES;Vaszar;község;793;785
19;16656;VES;Vászoly;község;155;142
19;21430;VES;Veszprémfajsz;község;127;131
19;19336;VES;Veszprémgalsa;község;145;136
19;09502;VES;Vid;község;64;68
19;09733;VES;Vigántpetend;község;105;97
19;15705;VES;Vilonya;község;380;357
19;24651;VES;Vinár;község;110;115
19;11703;VES;Vöröstó;község;58;56
19;29993;VES;Zalaerdőd;község;123;125
19;27207;VES;Zalagyömörő;község;208;213
19;12654;VES;Zalahaláp;község;651;635
19;33039;VES;Zalameggyes;község;36;32
19;23597;VES;Zalaszegvár;község;77;73
19;20826;VES;Zánka;község;512;517
20;32054;ZAL;Zalaegerszeg;megye székhely;26 150;29 234
20;30933;ZAL;Nagykanizsa;megyei jogú város;21 095;23 762
20;03814;ZAL;Hévíz;város;2 186;2 573
20;18421;ZAL;Keszthely;város;8 649;10 115
20;12575;ZAL;Lenti;város;3 670;3 982
20;12122;ZAL;Letenye;város;1 866;2 080
20;31741;ZAL;Pacsa;város;801;797
20;11785;ZAL;Zalakaros;város;1 380;1 450
20;30313;ZAL;Zalalövő;város;1 401;1 430
20;32522;ZAL;Zalaszentgrót;város;3 071;3 197
20;23302;ZAL;Gyenesdiás;nagyközség;2 070;2 208
20;12919;ZAL;Vonyarcvashegy;nagyközség;1 310;1 348
20;02644;ZAL;Alibánfa;község;220;211
20;23384;ZAL;Almásháza;község;46;42
20;19512;ZAL;Alsónemesapáti;község;333;339
20;32081;ZAL;Alsópáhok;község;751;803
20;18829;ZAL;Alsórajk;község;171;191
20;08767;ZAL;Alsószenterzsébet;község;30;22
20;21263;ZAL;Babosdöbréte;község;258;261
20;11059;ZAL;Baglad;község;15;24
20;30368;ZAL;Bagod;község;642;597
20;04738;ZAL;Bak;község;793;840
20;15097;ZAL;Baktüttös;község;179;177
20;17002;ZAL;Balatongyörök;község;732;751
20;26462;ZAL;Balatonmagyaród;község;231;254
20;08439;ZAL;Bánokszentgyörgy;község;305;305
20;27447;ZAL;Barlahida;község;74;54
20;24864;ZAL;Batyk;község;200;208
20;18698;ZAL;Bázakerettye;község;376;355
20;23144;ZAL;Becsehely;község;983;1 046
20;18360;ZAL;Becsvölgye;község;391;409
20;09168;ZAL;Belezna;község;332;334
20;20950;ZAL;Belsősárd;község;51;44
20;12830;ZAL;Bezeréd;község;85;77
20;17543;ZAL;Bocfölde;község;588;604
20;31291;ZAL;Bocska;község;148;153
20;19929;ZAL;Bókaháza;község;151;150
20;10782;ZAL;Boncodfölde;község;182;189
20;10056;ZAL;Borsfa;község;343;360
20;22877;ZAL;Böde;község;126;158
20;04163;ZAL;Bödeháza;község;22;27
20;21139;ZAL;Börzönce;község;21;29
20;20613;ZAL;Búcsúszentlászló;község;358;380
20;07986;ZAL;Bucsuta;község;107;107
20;06132;ZAL;Csapi;község;96;88
20;23436;ZAL;Csatár;község;263;287
20;07135;ZAL;Cserszegtomaj;község;1 842;1 847
20;10649;ZAL;Csertalakos;község;27;23
20;02583;ZAL;Csesztreg;község;411;437
20;31149;ZAL;Csonkahegyhát;község;154;182
20;27492;ZAL;Csöde;község;46;40
20;29364;ZAL;Csömödér;község;298;310
20;33978;ZAL;Csörnyeföld;község;182;228
20;28778;ZAL;Dióskál;község;241;231
20;25885;ZAL;Dobri;község;70;86
20;32708;ZAL;Dobronhegy;község;81;75
20;07782;ZAL;Döbröce;község;45;40
20;16009;ZAL;Dötk;község;24;25
20;24262;ZAL;Egeraracsa;község;162;157
20;33428;ZAL;Egervár;község;495;539
20;06178;ZAL;Eszteregnye;község;331;351
20;15769;ZAL;Esztergályhorváti;község;228;210
20;11642;ZAL;Felsőpáhok;község;356;389
20;21476;ZAL;Felsőrajk;község;412;390
20;30890;ZAL;Felsőszenterzsébet;község;10;8
20;19187;ZAL;Fityeház;község;301;332
20;16531;ZAL;Fűzvölgy;község;70;63
20;17516;ZAL;Gáborjánháza;község;36;35
20;12991;ZAL;Galambok;község;699;674
20;12946;ZAL;Garabonc;község;368;350
20;08068;ZAL;Gellénháza;község;744;781
20;12089;ZAL;Gelse;község;529;522
20;09089;ZAL;Gelsesziget;község;146;126
20;20039;ZAL;Gétye;község;62;53
20;17613;ZAL;Gombosszeg;község;30;24
20;13569;ZAL;Gosztola;község;37;37
20;29771;ZAL;Gősfa;község;156;156
20;02097;ZAL;Gutorfölde;község;492;454
20;12539;ZAL;Gyűrűs;község;45;48
20;10931;ZAL;Hagyárosbörönd;község;144;140
20;10269;ZAL;Hahót;község;501;507
20;19895;ZAL;Hernyék;község;43;41
20;24873;ZAL;Homokkomárom;község;125;111
20;11208;ZAL;Hosszúvölgy;község;89;89
20;28325;ZAL;Hottó;község;176;180
20;03188;ZAL;Iborfia;község;10;5
20;13921;ZAL;Iklódbördőce;község;154;150
20;22965;ZAL;Kacorlak;község;101;100
20;05537;ZAL;Kallósd;község;55;52
20;21500;ZAL;Kálócfa;község;83;72
20;04473;ZAL;Kányavár;község;76;64
